otype_2-mtype_1-len1_10,-0.7521058099863764,-3974.895000000004,70
otype_2-mtype_1-len1_11,-0.5065275833299658,-2130.997000000003,68
otype_2-mtype_1-len1_12,-0.542212367902525,-3295.2550000000047,63
otype_2-mtype_1-len1_13,-0.6383886221333857,-3761.1169999999984,63
otype_2-mtype_1-len1_14,-0.7456037884560722,-4560.625,63
otype_2-mtype_1-len1_15,-0.7298905955088526,-3942.5149999999994,62
otype_2-mtype_1-len1_16,-0.710822599112006,-3213.447,62
otype_2-mtype_1-len1_17,-0.6756175448745819,-3382.1089999999967,62
otype_2-mtype_1-len1_18,-0.6469181978688145,-3322.2179999999935,61
otype_2-mtype_1-len1_19,-0.6298851229952086,-3071.756999999998,59
otype_2-mtype_1-len1_20,-0.509597947286768,-2263.497000000003,58
otype_2-mtype_1-len1_21,-0.48845784494741284,-2084.9320000000007,58
otype_2-mtype_1-len1_22,-0.614196222551669,-2470.444000000003,58
otype_2-mtype_1-len1_23,-0.473397393675707,-1541.673999999999,56
otype_2-mtype_1-len1_24,-0.5040821299303093,-1733.6070000000036,55
otype_2-mtype_1-len1_25,-0.36452623488232777,-1218.3790000000008,50
otype_2-mtype_1-len1_5,-0.9675926480536285,-6380.841,89
otype_2-mtype_1-len1_6,-0.7827376593942166,-4575.301999999996,85
otype_2-mtype_1-len1_7,-0.8189269645938664,-4786.909,83
otype_2-mtype_1-len1_8,-0.8601090898028821,-5626.475000000006,81
otype_2-mtype_1-len1_9,-0.7419016161864287,-5037.646999999997,74
