n10,-0.5969801189957941,-1645.5160000000033,66
n100,0.3391520046462584,624.8350000000064,23
n15,-0.250304677654931,-579.596000000005,56
n20,0.34297243813332523,729.9989999999962,48
n25,0.3923493334564095,756.599000000002,43
n30,0.5732376870974528,1306.4619999999995,40
n35,0.554748415531784,978.4879999999976,35
n40,0.5238947274725984,924.0669999999955,33
n45,-0.06189691059191895,-105.86599999999453,31
n5,-0.17618366606477928,-623.9799999999959,87
n50,-0.2281032372486705,-429.5720000000001,30
n55,-0.03419116874799971,-60.22599999999511,28
n60,-0.22474292274248497,-414.0540000000037,28
n65,-0.10357126379695354,-190.8139999999985,27
n70,0.030903549552335548,56.93499999999767,26
n75,0.28559200366923637,526.1589999999997,24
n80,0.28559200366923637,526.1589999999997,24
n85,0.28559200366923637,526.1589999999997,24
n90,0.28559200366923637,526.1589999999997,24
n95,0.3391520046462584,624.8350000000064,23
